序号,诉求内容
8494,"市民反映，通州区永顺镇小中河里边很多垃圾，二道闸也关着，没人给捞，自己也没法捞，满河都是水草、垃圾，二道闸也关着，希望尽快解决，来电反映协调尽快清理河道内垃圾。注：请及时向来电人反馈办理情况。注：工单流转：区水务局:经与反映人沟通,反映人说是希望将二道闸处水里的垃圾尽快打捞和清理。该处权属于北京市北运河管理处负责,建议市中心转派北京市水务局处理。"
4840,"市民反映，通州区永顺镇新八里桥地铁站出口向北100米的位置，地面上发现有很多的虫子，已经持续很长时间了，但是近期的虫子非常的多，希望处理一下，来电反映虫子消杀问题。注：请及时向来电人反馈办理情况。工单流转：通州区分中心退回，永顺镇:经核实,新八里桥地铁站出口向北100米的位置,该点位属朝阳区管辖,请转派朝阳区处置工单流转：管庄地区经核实，诉求内容通惠河两侧出现很多密集的一片一片的飞虫，是因路人向通惠河乱扔食物导致，需水务部门进行打捞。通惠河由北京市水务局负责打捞垃圾并管理，请转北京市水务局。"
8396,"市民反映，通州区永顺镇在通州区政务服务中心门口的通惠河有异味，臭味很大，来电反映河水异味大问题。注：请及时向来电人反馈办理情况。工单退回：区水务局:通惠河为市级河道,管理权属于北京市水务局北运河管理处,建议市中心转北京市水务局妥处。"
8392,"市民反映，通州区右堤路白庙到小杨各庄村潮白河内环境污染严重，河内地沟油，塑料袋等漂浮物甚多，河水气味恶臭，希望相关部门尽快核实处理，来电反映潮白河水环境污染严重问题。注：请及时向来电人反馈办理情况。工单流转：通州区退回：区水务局:潮白河为市级河道,河面垃圾清理及水环境污染问题,建议市中心转北京市水务局妥处。"
8192,"市民反映，通州区运河上偏小圣庙桥的方向漂了很多的垃圾，有杂草和生活垃圾之类的，来电反映垃圾无人处理问题。注：请及时向来电人反馈办理情况。工单流转：区水务局:北运河为市级河道,河面卫生清理由北京市水务局北运河管理处负责,因此建议市中心将此工单转北京市水务局妥处。"
9949,"市民反映，通州区运河左岸湖面上垃圾多，影响风景，位置在绿心公园北侧，希望及时清理。来电反映湖面垃圾多问题注：请及时向来电人反馈办理信息。工单流转：区水务局:经核实,市民反映位置为绿心公园北侧的北运河河面,北运河为市级河道,该出河面由北京市水务局北运河管理处负责清理,请市中心转北京市水务局妥处。"
7869,"市民反映，通州区张家湾姚辛庄凉水河河边道路两旁，野草特别高，影响视线，存在隐患，来电希望修剪野草的问题。注：请及时向来电人反馈办理情况。工单流转：退回：区水务局:经核实,该问题应属北京市水务局管辖,根据北京市水务局专题办公会会议纪要第113期,《关于调整完善凉水河通州段管理模式的会议纪要》精神,凉水河通州区段的“维修养护”工作统一由北京市水务局下属凉水河管理处招聘社会第三方承担,因此关于张家湾姚辛庄凉水河河边道路两旁杂草的问题,建议市中心转北京市水务局凉水河管理处协调办理。"
9957,"市民反映，通州区张家湾镇大运河森林公园南侧的河里有很多的死鱼，市民认为可能是水质有问题，来电反映死鱼无人清理的问题。注：请及时向来电人反馈办理情况。工单流转：区水务局:经核实,市民反映的点位为张家湾大运河森林公园处北运河,北运河为市属河道,河面清理由北京市水务局北运河管理处负责,建议市中心转北京市水务局,由其妥处。"
3389,市民反映，通州区张家湾镇环湖小镇往南至五千千米内的距离都是杂草，道路两边杂草影响行车视线。市民反映协调清理杂草。注：请及时向来电人反馈办理情况。工单流转：退回，张家湾镇：市民反映协调清理杂草的问题。经张家湾镇核实，问题点位是海子洼至漷县镇由北向南方向的凉水河两侧 ，该点位目前隶属北京市水务局管辖。根据北京市水务局专题办公会会议纪要第113期，《关于调整完善凉水河通州段管理模式的会议纪要》精神，文中提到“通州区凉水河事务中心承担凉水河通州区段河道堤防、穿堤闸函及其他工程设施维护、水面岸坡保洁、绿化等维修保养监护工作。”因此，凉水河通州区段的维修养护工作统一由北京市水务局下属凉水河事物中心管护。综上，关于市民反映协调清理杂草的问题，建议市中心转派至北京市水务局进行处置。（附：与市民沟通录音；点位截图；《关于调整完善凉水河通州段管理模式的会议纪要》）
7860,"市民反映，通州区张家湾镇十里庄村里的凉水河公园，市民公园南北侧的杂草非常高，车辆路过时会阻挡视线，市民称杂草有一人高，大概一米七左右，来电反映清理杂草问题。注：请及时向来电人反馈办理情况。注：张家湾镇:经核实,该问题已与区水务局核实,区水务局表示该问题应属北京市水务局管辖,非我镇管辖,根据北京市水务局专题办公会会议纪要第113期,《关于调整完善凉水河通州段管理模式的会议纪要》精神,凉水河通州区段的“维修养护”工作统一由北京市水务局下属凉水河管理处招聘社会第三方承担,因此关于十里庄村凉水河河堤杂草的问题,,建议中心转派至北京市水务局凉水河管理处。"
7643,"市民反映，通州区张家湾镇小沿河路与凉水河之间河套有很多杂草没人清理，现杂草长得已经得有一米多高了，非常影响交通视线，来电反映希望及时清理河套杂草问题。注：请及时向来电人反馈办理情况。工单流转：区水务局:经核实,市民反映为凉水河外堤杂草过多,长到了路上,因此希望清理杂草。根据北京市水务局专题办公会会议纪要第113期,《关于调整完善凉水河通州段管理模式的会议纪要》精神,凉水河通州区段的“维修养护”工作统一由北京市水务局下属凉水河管理处招聘社会第三方承担,因此关于河堤杂草的问题,建议市中心转北京市水务局凉水河管理处协调办理。"
4063,"市民反映，通州区张家湾镇张家湾回民坟地往南走10米左右。在此位置马路上有两堆土非常影响车辆通行，希望尽快清理。来电反映清理道路问题。注：请及时向来电人反馈处理情况。工单流转：退回：张家湾镇:经核实,市民反映清理道路问题。经张家湾镇与市民核实,问题点位为凉水河北堤。该河堤路目前隶属北京市水务局管辖,根据北京市水务局专题办公会会议纪要第113期,《关于调整完善凉水河通州段管理模式的会议纪要》精神,凉水河通州区段的维修养护工作统一由北京市水务局下属凉水河管理管护,综上,关于市民反映清理道路问题,建议市中心转派至北京市水务局进行处置。(附:与市中心沟通录音;现场照片;北京市水务局113期会议纪要)"
7260,市民反映，通州区中仓街道大运河6号线，放污水鱼都死了，异味重，不清楚存在多长时间，市民2021年9月24日21:09分遛弯看到的，来电反映污水异味重问题。注：请及时向来电人反馈办理进展。
1028,市民反映，投诉北京隆盛世达物业管理有限公司，地址：西城区车公庄大街9号院，物业公司私自在没有排放证的情况下污水排放，并且相关部门来调查过表示确实没有排放证，告知市民需要水务局来介入，市民希望能够联系到西城区水务局（已解释），称问题未解决，市民表示有新情况：社区联系自己了，说这个事社区管不了，需要联系西城区水务局。来电反映污水排放不合理问题注：请及时向来电人反馈办理情况。
